	NNTYPE	KOD1	POW1	KAT1	ODL1	KOD2	POW2	KAT2	KOD3	KOD4	KAT4	KOD5	WYJSCIE
reiz3_l12844	TEST	1	45	170	47	16	-1	-1	16	16	-1	16	l1
reiz3_l12845	TEST	1	48	172	48	16	-1	-1	16	16	-1	16	l1
reiz3_l12846	TEST	1	11	166	43	16	-1	-1	16	16	-1	16	l1
reiz3_l12847	TEST	1	38	171	49	16	-1	-1	16	16	-1	16	l1
reiz3_l12848	TEST	1	53	169	47	16	-1	-1	16	16	-1	16	l1
reiz3_l12849	TEST	1	33	167	46	16	-1	-1	16	16	-1	16	l1
reiz3_l12850	TEST	1	49	169	48	16	-1	-1	16	16	-1	16	l1
reiz3_l12851	TEST	1	36	168	48	16	-1	-1	16	16	-1	16	l1
reiz3_l12852	TEST	1	37	167	47	16	-1	-1	16	16	-1	16	l1
reiz3_l12853	TEST	1	55	167	48	16	-1	-1	16	16	-1	16	l1
reiz3_l12854	TEST	1	52	165	48	16	-1	-1	16	16	-1	16	l1
reiz3_l12855	TEST	1	21	164	43	16	-1	-1	16	16	-1	16	l1
reiz3_l12856	TEST	1	29	163	48	16	-1	-1	16	16	-1	16	l1
reiz3_l12857	TEST	1	13	164	54	16	-1	-1	16	16	-1	16	l1
reiz3_l12858	TEST	1	48	159	48	16	-1	-1	16	16	-1	16	l1
reiz3_l12859	TEST	1	59	156	45	16	-1	-1	16	16	-1	16	l1
reiz3_l12860	TEST	1	35	153	44	16	-1	-1	16	16	-1	16	l1
reiz3_l22890	TEST	2	4	129	40	1	8	173	16	16	-1	16	l2
reiz3_l22891	TEST	2	6	133	44	1	6	173	1	16	-1	16	l2
reiz3_l22892	TEST	2	6	134	40	1	28	177	16	16	-1	16	l2
reiz3_l22893	TEST	2	14	136	42	1	25	179	16	16	-1	16	l2
reiz3_l22894	TEST	1	22	180	42	1	7	135	16	16	-1	16	l2
reiz3_l22895	TEST	2	12	140	43	1	11	180	16	16	-1	16	l2
reiz3_l22896	TEST	1	20	183	44	1	1	137	16	16	-1	16	l2
reiz3_l22897	TEST	1	46	184	43	1	12	138	16	16	-1	16	l2
reiz3_l22898	TEST	1	22	186	47	1	6	140	16	16	-1	16	l2
reiz3_l22899	TEST	2	12	144	41	1	33	187	16	16	-1	16	l2
reiz3_l22900	TEST	1	23	188	47	1	4	141	16	16	-1	16	l2
reiz3_l22901	TEST	2	6	145	48	1	11	188	16	16	-1	16	l2
reiz3_l22902	TEST	1	18	191	48	1	12	143	16	16	-1	16	l2
reiz3_l22903	TEST	1	18	191	43	1	11	144	16	16	-1	16	l2
reiz3_l22904	TEST	2	4	147	43	1	29	192	16	16	-1	16	l2
reiz3_l22905	TEST	1	35	192	44	1	26	144	16	16	-1	16	l2
reiz3_l22906	TEST	1	5	190	42	1	22	144	16	16	-1	16	l2
reiz3_l22907	TEST	1	39	192	45	1	14	144	16	16	-1	16	l2
reiz3_l22908	TEST	1	28	191	46	1	23	145	16	16	-1	16	l2
reiz3_l22909	TEST	1	4	190	45	1	5	145	16	16	-1	16	l2
reiz3_l22910	TEST	1	8	191	44	1	31	145	16	16	-1	16	l2
reiz3_l22911	TEST	1	35	192	45	1	22	145	16	16	-1	16	l2
reiz3_l22912	TEST	1	20	191	46	1	7	145	16	16	-1	16	l2
reiz3_l22913	TEST	1	15	191	43	1	23	146	16	16	-1	16	l2
reiz3_l22914	TEST	2	4	148	46	1	5	190	16	16	-1	16	l2
reiz3_l22915	TEST	1	31	191	46	1	12	145	16	16	-1	16	l2
reiz3_l22916	TEST	1	9	191	42	1	1	144	16	16	-1	16	l2
reiz3_l22917	TEST	1	35	191	46	1	3	144	16	16	-1	16	l2
reiz3_l22918	TEST	1	5	191	51	1	10	145	16	16	-1	16	l2
reiz3_l22919	TEST	1	22	191	47	1	13	144	16	16	-1	16	l2
reiz3_l22920	TEST	1	4	190	52	1	7	144	16	16	-1	16	l2
reiz3_l22921	TEST	1	15	191	42	1	17	145	16	16	-1	16	l2
reiz3_l22922	TEST	1	32	193	46	1	21	145	16	16	-1	16	l2
reiz3_l22923	TEST	1	21	192	47	1	20	145	16	16	-1	16	l2
reiz3_l22924	TEST	2	7	148	44	1	11	193	16	16	-1	16	l2
reiz3_l22925	TEST	1	31	192	45	1	15	145	16	16	-1	16	l2
reiz3_l22926	TEST	2	9	147	43	1	16	192	16	16	-1	16	l2
reiz3_l22927	TEST	1	23	191	44	1	4	144	16	16	-1	16	l2
reiz3_l22928	TEST	1	7	190	42	1	15	144	16	16	-1	16	l2
reiz3_l22929	TEST	1	29	193	46	1	20	145	16	16	-1	16	l2
reiz3_l22930	TEST	1	9	191	42	1	21	146	16	16	-1	16	l2
reiz3_l22931	TEST	1	8	190	45	1	3	146	16	16	-1	16	l2
reiz3_l22932	TEST	1	32	192	45	1	21	144	16	16	-1	16	l2
reiz3_l22933	TEST	1	20	190	44	1	29	145	16	16	-1	16	l2
reiz3_l22934	TEST	1	14	192	45	1	27	144	16	16	-1	16	l2
reiz3_l22935	TEST	1	29	192	45	1	10	144	16	16	-1	16	l2
reiz3_l22936	TEST	1	10	191	43	1	25	145	16	16	-1	16	l2
reiz3_l22937	TEST	1	19	191	47	1	21	145	16	16	-1	16	l2
reiz3_l22938	TEST	1	23	190	45	1	13	145	16	16	-1	16	l2
reiz3_l22939	TEST	1	25	190	45	1	22	145	16	16	-1	16	l2
reiz3_l22940	TEST	1	10	190	45	1	6	145	16	16	-1	16	l2
reiz3_l22941	TEST	1	22	192	45	1	24	145	16	16	-1	16	l2
reiz3_l22942	TEST	1	3	191	43	1	20	145	16	16	-1	16	l2
reiz3_l22943	TEST	1	30	191	47	1	16	145	16	16	-1	16	l2
reiz3_l22944	TEST	2	14	148	46	1	32	191	16	16	-1	16	l2
reiz3_l22945	TEST	1	20	191	49	1	13	145	16	16	-1	16	l2
reiz3_l22946	TEST	1	13	190	41	1	18	146	16	16	-1	16	l2
reiz3_l22947	TEST	1	21	191	46	1	19	145	16	16	-1	16	l2
reiz3_l22948	TEST	1	26	191	44	1	17	145	16	16	-1	16	l2
reiz3_l22949	TEST	1	19	190	46	1	19	145	16	16	-1	16	l2
reiz3_l22950	TEST	1	10	190	42	1	7	144	16	16	-1	16	l2
reiz3_l22951	TEST	1	28	191	46	1	8	146	16	16	-1	16	l2
reiz3_l22952	TEST	1	14	189	50	1	23	144	16	16	-1	16	l2
reiz3_l22953	TEST	1	22	191	48	1	23	144	16	16	-1	16	l2
reiz3_l22954	TEST	1	13	191	47	1	19	145	16	16	-1	16	l2
reiz3_l22955	TEST	1	13	189	43	1	5	145	16	16	-1	16	l2
reiz3_l22956	TEST	1	21	190	47	1	31	145	16	16	-1	16	l2
reiz3_l22957	TEST	1	12	192	49	1	13	145	16	16	-1	16	l2
reiz3_l22958	TEST	1	26	190	46	1	28	144	16	16	-1	16	l2
reiz3_l22959	TEST	1	26	190	46	1	20	144	16	16	-1	16	l2
reiz3_l22960	TEST	1	20	191	46	1	19	145	16	16	-1	16	l2
reiz3_l22961	TEST	1	26	190	47	1	23	144	16	16	-1	16	l2
reiz3_l22962	TEST	1	5	190	40	1	15	145	16	16	-1	16	l2
reiz3_l22963	TEST	2	15	148	45	1	6	189	16	16	-1	16	l2
reiz3_l22964	TEST	1	11	189	51	1	11	144	16	16	-1	16	l2
reiz3_l22965	TEST	1	32	188	45	1	16	143	16	16	-1	16	l2
reiz3_l22966	TEST	1	28	189	46	1	18	143	16	16	-1	16	l2
reiz3_l22967	TEST	2	17	145	45	1	27	186	16	16	-1	16	l2
reiz3_l22968	TEST	1	32	186	45	1	8	142	16	16	-1	16	l2
reiz3_l22969	TEST	1	19	185	47	1	1	139	16	16	-1	16	l2
reiz3_l22970	TEST	1	25	183	42	1	13	140	16	16	-1	16	l2
reiz3_l22971	TEST	1	36	183	45	1	1	140	16	16	-1	16	l2
reiz3_l22972	TEST	2	9	142	43	1	13	181	16	16	-1	16	l2
reiz3_l22973	TEST	1	31	180	45	1	3	138	16	16	-1	16	l2
reiz3_l22974	TEST	1	7	179	39	1	7	136	16	16	-1	16	l2
reiz3_l22975	TEST	2	14	139	44	1	4	178	1	16	-1	16	l2
reiz3_l22976	TEST	2	2	135	40	1	14	176	16	16	-1	16	l2
reiz3_l22977	TEST	2	4	134	40	1	7	176	16	16	-1	16	l2
reiz3_l22978	TEST	2	1	136	50	1	51	175	16	16	-1	16	l2
reiz3_l22979	TEST	2	3	131	45	1	29	173	16	16	-1	16	l2
reiz3_l22980	TEST	2	3	130	40	1	21	172	16	16	-1	16	l2
reiz3_l22981	TEST	2	6	128	40	1	19	169	16	16	-1	16	l2
reiz3_l22982	TEST	2	22	129	40	1	11	169	16	16	-1	16	l2
reiz3_l22983	TEST	2	33	128	40	1	15	168	16	16	-1	16	l2
reiz3_l22984	TEST	2	21	127	40	1	17	169	16	16	-1	16	l2
reiz3_l22985	TEST	2	14	125	38	1	19	169	16	16	-1	16	l2
reiz3_l22986	TEST	2	29	127	40	1	22	167	16	16	-1	16	l2
reiz3_l22987	TEST	2	6	125	40	1	30	167	16	16	-1	16	l2
reiz3_l22988	TEST	2	13	124	38	1	20	168	16	16	-1	16	l2
reiz3_l22989	TEST	2	3	120	33	1	8	164	16	16	-1	16	l2
reiz3_l22990	TEST	2	12	122	40	1	32	164	16	16	-1	16	l2
reiz3_l22991	TEST	2	17	124	41	1	26	163	16	16	-1	16	l2
reiz3_l22992	TEST	2	3	120	34	1	24	166	16	16	-1	16	l2
reiz3_l22993	TEST	1	13	166	32	16	-1	-1	16	16	-1	16	l2
reiz3_l22994	TEST	2	12	123	38	1	24	167	16	16	-1	16	l2
reiz3_l22995	TEST	2	17	127	38	1	10	166	16	16	-1	16	l2
reiz3_l22996	TEST	2	1	128	44	1	5	166	16	16	-1	16	l2
reiz3_l22997	TEST	2	11	127	40	1	28	169	16	16	-1	16	l2
reiz3_l22998	TEST	2	12	131	42	1	32	171	16	16	-1	16	l2
reiz3_l22999	TEST	2	5	133	40	1	29	173	16	16	-1	16	l2
reiz3_l23000	TEST	2	3	133	41	1	39	174	16	16	-1	16	l2
reiz3_l23001	TEST	2	5	136	45	1	16	173	16	16	-1	16	l2
reiz3_l23002	TEST	2	11	136	43	1	27	175	16	16	-1	16	l2
reiz3_l23003	TEST	1	30	177	45	1	1	134	16	16	-1	16	l2
reiz3_l23004	TEST	1	15	178	47	1	2	135	16	16	-1	16	l2
reiz3_l23005	TEST	2	2	136	40	1	2	179	16	16	-1	16	l2
reiz3_l23006	TEST	2	13	140	45	1	47	179	16	16	-1	16	l2
reiz3_l23007	TEST	2	9	140	42	1	19	180	16	16	-1	16	l2
reiz3_l23008	TEST	1	10	180	42	1	8	139	16	16	-1	16	l2
reiz3_l23009	TEST	2	11	142	46	1	40	184	16	16	-1	16	l2
reiz3_l23010	TEST	2	9	142	42	1	11	183	16	16	-1	16	l2
reiz3_l23011	TEST	1	15	184	43	1	5	141	16	16	-1	16	l2
reiz3_l23012	TEST	1	14	186	40	1	9	142	16	16	-1	16	l2
reiz3_l23013	TEST	1	12	186	47	1	8	142	16	16	-1	16	l2
reiz3_l23014	TEST	1	34	188	45	1	21	143	16	16	-1	16	l2
reiz3_l23015	TEST	1	25	189	44	1	3	144	16	16	-1	16	l2
reiz3_l23016	TEST	1	42	191	43	1	25	143	16	16	-1	16	l2
reiz3_l23017	TEST	1	33	190	46	1	5	143	16	16	-1	16	l2
reiz3_l23018	TEST	1	25	191	42	1	13	144	16	16	-1	16	l2
reiz3_l23019	TEST	1	13	191	43	1	19	144	16	16	-1	16	l2
reiz3_l23020	TEST	1	28	190	45	1	19	143	16	16	-1	16	l2
reiz3_l23021	TEST	1	20	191	46	1	23	143	16	16	-1	16	l2
reiz3_l23022	TEST	1	30	192	44	1	21	143	16	16	-1	16	l2
reiz3_l23023	TEST	1	12	191	48	1	13	144	16	16	-1	16	l2
reiz3_l23024	TEST	1	37	190	45	16	-1	-1	16	16	-1	16	l2
reiz3_l23025	TEST	1	35	191	46	1	22	144	16	16	-1	16	l2
reiz3_l23026	TEST	2	5	146	46	1	38	189	16	16	-1	16	l2
reiz3_l23027	TEST	1	28	190	46	1	17	143	16	16	-1	16	l2
reiz3_l23028	TEST	1	16	191	44	1	13	143	16	16	-1	16	l2
reiz3_l23029	TEST	1	21	189	44	1	10	142	16	16	-1	16	l2
reiz3_l23030	TEST	1	6	189	40	1	12	144	16	16	-1	16	l2
reiz3_l23031	TEST	1	6	189	50	1	11	142	16	16	-1	16	l2
reiz3_l23032	TEST	2	15	147	44	1	12	192	16	16	-1	16	l2
reiz3_l23033	TEST	1	5	190	46	1	21	144	16	16	-1	16	l2
reiz3_l23034	TEST	1	31	191	43	1	2	143	16	16	-1	16	l2
reiz3_l23035	TEST	1	3	190	39	1	5	144	16	16	-1	16	l2
reiz3_l23036	TEST	1	22	190	42	1	5	144	16	16	-1	16	l2
reiz3_l23037	TEST	1	9	189	40	1	22	143	16	16	-1	16	l2
reiz3_l23038	TEST	1	17	191	48	1	8	144	16	16	-1	16	l2
reiz3_l23039	TEST	1	24	191	44	1	17	143	16	16	-1	16	l2
reiz3_l23040	TEST	1	21	190	46	1	21	143	16	16	-1	16	l2
reiz3_l23041	TEST	2	7	148	45	1	12	192	16	16	-1	16	l2
reiz3_l23042	TEST	1	17	190	41	1	19	143	16	16	-1	16	l2
reiz3_l23043	TEST	1	33	191	43	1	17	144	16	16	-1	16	l2
reiz3_l23044	TEST	1	16	192	48	1	12	144	16	16	-1	16	l2
reiz3_l23045	TEST	1	12	192	47	1	27	144	16	16	-1	16	l2
reiz3_l23046	TEST	1	23	192	44	1	23	144	16	16	-1	16	l2
reiz3_l23047	TEST	2	7	146	43	1	23	191	16	16	-1	16	l2
reiz3_l23048	TEST	1	9	191	42	1	5	144	16	16	-1	16	l2
reiz3_l23049	TEST	1	29	191	44	1	25	143	16	16	-1	16	l2
reiz3_l23050	TEST	2	9	147	42	1	29	191	16	16	-1	16	l2
reiz3_l23051	TEST	1	28	190	45	1	18	143	16	16	-1	16	l2
reiz3_l23052	TEST	1	11	191	41	1	14	145	16	16	-1	16	l2
reiz3_l23053	TEST	1	12	190	50	1	13	145	16	16	-1	16	l2
reiz3_l23054	TEST	1	10	189	49	1	28	144	16	16	-1	16	l2
reiz3_l23055	TEST	1	30	190	45	1	18	144	16	16	-1	16	l2
reiz3_l23056	TEST	1	27	190	45	1	28	144	16	16	-1	16	l2
reiz3_l23057	TEST	1	34	192	44	1	26	144	16	16	-1	16	l2
reiz3_l23058	TEST	1	22	190	46	1	20	144	16	16	-1	16	l2
reiz3_l23059	TEST	1	17	192	43	1	27	142	16	16	-1	16	l2
reiz3_l23060	TEST	1	6	190	40	1	29	144	16	16	-1	16	l2
reiz3_l23061	TEST	1	19	192	44	1	27	143	16	16	-1	16	l2
reiz3_l23062	TEST	1	1	191	38	1	14	189	1	16	-1	16	l2
reiz3_l23063	TEST	1	4	191	49	1	14	143	16	16	-1	16	l2
reiz3_l23064	TEST	1	5	191	52	1	22	144	16	16	-1	16	l2
reiz3_l23065	TEST	1	30	190	46	1	10	143	16	16	-1	16	l2
reiz3_l23066	TEST	1	19	192	47	1	26	144	16	16	-1	16	l2
reiz3_l23067	TEST	1	35	192	44	1	9	145	16	16	-1	16	l2
reiz3_l23068	TEST	1	5	191	46	1	20	144	16	16	-1	16	l2
reiz3_l23069	TEST	1	33	191	46	1	22	144	16	16	-1	16	l2
reiz3_l23070	TEST	1	17	190	42	1	19	144	16	16	-1	16	l2
reiz3_l23071	TEST	1	13	190	50	1	16	144	16	16	-1	16	l2
reiz3_l23072	TEST	1	26	191	46	1	4	144	16	16	-1	16	l2
reiz3_l23073	TEST	1	39	191	45	1	26	143	16	16	-1	16	l2
reiz3_l23074	TEST	1	33	190	46	1	14	144	16	16	-1	16	l2
reiz3_l23075	TEST	2	15	147	31	1	35	189	16	16	-1	16	l2
reiz3_l23076	TEST	1	13	190	50	1	19	144	16	16	-1	16	l2
reiz3_l23077	TEST	1	1	193	37	1	3	190	1	16	-1	16	l2
reiz3_l23078	TEST	1	5	189	48	1	21	145	16	16	-1	16	l2
reiz3_l23079	TEST	1	7	191	47	1	7	144	16	16	-1	16	l2
reiz3_l23080	TEST	1	5	191	41	1	22	144	16	16	-1	16	l2
reiz3_l23081	TEST	1	31	191	44	1	24	144	16	16	-1	16	l2
reiz3_l23082	TEST	1	25	189	44	1	24	145	16	16	-1	16	l2
reiz3_l23083	TEST	2	8	147	42	1	23	189	16	16	-1	16	l2
reiz3_l23084	TEST	1	34	191	44	1	12	144	16	16	-1	16	l2
reiz3_l23085	TEST	1	1	189	37	1	4	188	1	16	-1	16	l2
reiz3_l23086	TEST	1	18	188	41	1	24	143	16	16	-1	16	l2
reiz3_l23087	TEST	2	15	146	43	1	7	186	16	16	-1	16	l2
reiz3_l23088	TEST	1	25	188	43	1	20	143	16	16	-1	16	l2
reiz3_l23089	TEST	1	36	188	44	1	17	144	16	16	-1	16	l2
reiz3_l23090	TEST	1	3	183	39	1	16	143	16	16	-1	16	l2
reiz3_l23091	TEST	1	11	187	50	1	15	142	16	16	-1	16	l2
reiz3_l23103	TEST	2	2	129	40	1	13	169	16	16	-1	16	l2
reiz3_l23104	TEST	2	3	127	41	1	24	168	16	16	-1	16	l2
reiz3_l23105	TEST	2	30	127	39	1	18	167	16	16	-1	16	l2
reiz3_l23106	TEST	2	25	126	39	1	25	166	16	16	-1	16	l2
reiz3_l23107	TEST	2	28	125	40	1	2	166	16	16	-1	16	l2
reiz3_l23108	TEST	2	14	123	40	1	31	164	16	16	-1	16	l2
reiz3_l23109	TEST	2	16	123	42	1	12	165	16	16	-1	16	l2
reiz3_l23110	TEST	2	24	122	38	1	27	165	16	16	-1	16	l2
reiz3_l23111	TEST	1	33	163	34	1	1	121	16	16	-1	16	l2
reiz3_l23112	TEST	2	14	122	39	1	34	164	16	16	-1	16	l2
reiz3_l23113	TEST	3	1	128	46	1	38	166	16	16	-1	16	l2
reiz3_l23114	TEST	2	15	124	38	1	21	166	16	16	-1	16	l2
reiz3_l23115	TEST	2	11	125	37	1	8	167	16	16	-1	16	l2
reiz3_l23116	TEST	2	33	128	41	1	16	166	16	16	-1	16	l2
reiz3_l23117	TEST	1	33	168	40	16	-1	-1	16	16	-1	16	l2
reiz3_l23118	TEST	2	4	129	40	1	7	170	1	16	-1	16	l2
reiz3_l23119	TEST	2	3	132	40	1	8	170	1	16	-1	16	l2
reiz3_l23120	TEST	2	2	135	45	1	3	172	16	16	-1	16	l2
reiz3_l23121	TEST	1	5	173	39	1	1	133	16	16	-1	16	l2
reiz3_l23122	TEST	2	12	136	43	1	29	175	16	16	-1	16	l2
reiz3_l23123	TEST	2	8	139	49	1	22	175	16	16	-1	16	l2
reiz3_l23124	TEST	2	6	139	43	1	10	178	16	16	-1	16	l2
reiz3_l23125	TEST	2	12	140	45	1	9	179	16	16	-1	16	l2
reiz3_l23126	TEST	1	36	181	44	1	6	137	16	16	-1	16	l2
reiz3_l23127	TEST	2	12	141	45	1	32	182	16	16	-1	16	l2
reiz3_l23128	TEST	2	5	143	50	1	30	183	16	16	-1	16	l2
reiz3_l23129	TEST	2	14	142	46	1	17	183	16	16	-1	16	l2
reiz3_l23130	TEST	1	48	185	44	1	12	140	16	16	-1	16	l2
reiz3_l23131	TEST	1	23	185	43	1	21	140	16	16	-1	16	l2
reiz3_l23132	TEST	2	21	144	44	1	39	186	16	16	-1	16	l2
reiz3_l23133	TEST	2	15	146	46	1	2	184	1	16	-1	16	l2
reiz3_l23134	TEST	1	20	189	45	1	24	143	16	16	-1	16	l2
reiz3_l23135	TEST	1	6	190	47	1	6	144	16	16	-1	16	l2
reiz3_l23136	TEST	1	28	191	46	1	30	144	16	16	-1	16	l2
reiz3_l23137	TEST	1	30	189	44	1	17	143	16	16	-1	16	l2
reiz3_l23138	TEST	1	30	191	44	1	20	144	16	16	-1	16	l2
reiz3_l23139	TEST	1	21	191	47	1	9	144	16	16	-1	16	l2
reiz3_l23140	TEST	1	1	190	53	1	23	145	16	16	-1	16	l2
reiz3_l23141	TEST	1	6	190	50	1	27	142	16	16	-1	16	l2
reiz3_l23142	TEST	1	23	191	48	1	24	143	16	16	-1	16	l2
reiz3_l23143	TEST	1	2	189	51	1	5	145	16	16	-1	16	l2
reiz3_l23144	TEST	1	26	190	46	1	24	143	16	16	-1	16	l2
reiz3_l23145	TEST	1	24	190	45	1	12	143	16	16	-1	16	l2
reiz3_l23146	TEST	1	9	191	50	1	13	145	16	16	-1	16	l2
reiz3_l23147	TEST	1	23	188	42	1	5	144	16	16	-1	16	l2
reiz3_l23148	TEST	1	33	189	44	1	14	143	16	16	-1	16	l2
reiz3_l23149	TEST	1	11	189	49	1	7	143	16	16	-1	16	l2
reiz3_l23150	TEST	1	29	190	47	1	10	142	16	16	-1	16	l2
reiz3_l23151	TEST	1	2	189	38	1	4	188	1	16	-1	16	l2
reiz3_l23152	TEST	1	20	189	43	1	10	143	16	16	-1	16	l2
reiz3_l23153	TEST	1	34	190	46	1	7	144	16	16	-1	16	l2
reiz3_l23154	TEST	1	17	189	45	1	20	143	16	16	-1	16	l2
reiz3_l23155	TEST	1	9	188	42	1	16	143	16	16	-1	16	l2
reiz3_l23156	TEST	1	31	191	47	1	23	143	16	16	-1	16	l2
reiz3_l23157	TEST	1	14	190	41	1	14	143	16	16	-1	16	l2
reiz3_l23158	TEST	1	43	190	45	1	2	144	16	16	-1	16	l2
reiz3_l23159	TEST	1	18	191	48	1	30	144	16	16	-1	16	l2
reiz3_l23160	TEST	1	33	190	44	1	13	143	16	16	-1	16	l2
reiz3_l23161	TEST	1	30	189	46	1	13	143	16	16	-1	16	l2
reiz3_l23162	TEST	1	15	192	49	1	25	144	16	16	-1	16	l2
reiz3_l23163	TEST	1	27	191	46	1	28	144	16	16	-1	16	l2
reiz3_l23164	TEST	1	39	190	46	1	22	143	16	16	-1	16	l2
reiz3_l23165	TEST	1	33	191	43	1	32	143	16	16	-1	16	l2
reiz3_l23166	TEST	1	13	189	44	1	19	143	16	16	-1	16	l2
reiz3_l23167	TEST	1	6	190	41	1	14	144	16	16	-1	16	l2
reiz3_l23168	TEST	1	23	191	46	1	6	142	16	16	-1	16	l2
reiz3_l23169	TEST	1	36	190	45	1	20	143	16	16	-1	16	l2
reiz3_l23170	TEST	2	9	147	42	1	35	192	16	16	-1	16	l2
reiz3_l23171	TEST	1	19	190	44	1	11	145	16	16	-1	16	l2
reiz3_l23172	TEST	1	21	191	43	1	23	143	16	16	-1	16	l2
reiz3_l23173	TEST	1	35	191	46	1	24	145	16	16	-1	16	l2
reiz3_l23174	TEST	1	17	191	47	1	21	143	16	16	-1	16	l2
reiz3_l23175	TEST	1	31	190	45	1	14	145	16	16	-1	16	l2
reiz3_l23176	TEST	1	28	193	46	1	24	144	16	16	-1	16	l2
reiz3_l23177	TEST	1	13	189	43	1	24	144	16	16	-1	16	l2
reiz3_l23178	TEST	1	2	191	42	1	11	145	16	16	-1	16	l2
reiz3_l23179	TEST	1	11	191	43	1	21	144	16	16	-1	16	l2
reiz3_l23180	TEST	1	29	192	45	1	12	144	16	16	-1	16	l2
reiz3_l23181	TEST	1	5	189	51	1	10	144	16	16	-1	16	l2
reiz3_l23182	TEST	1	30	191	44	1	20	144	16	16	-1	16	l2
reiz3_l23183	TEST	1	19	193	46	1	14	143	16	16	-1	16	l2
reiz3_l23184	TEST	1	22	191	49	1	18	144	16	16	-1	16	l2
reiz3_l23185	TEST	1	16	191	49	1	17	144	16	16	-1	16	l2
reiz3_l23186	TEST	1	7	189	44	1	14	144	16	16	-1	16	l2
reiz3_l23187	TEST	1	28	190	45	1	22	143	16	16	-1	16	l2
reiz3_l23188	TEST	2	12	148	46	1	13	190	16	16	-1	16	l2
reiz3_l23189	TEST	1	18	191	42	1	21	143	16	16	-1	16	l2
reiz3_l23190	TEST	1	34	191	46	1	25	145	16	16	-1	16	l2
reiz3_l23191	TEST	1	14	190	45	1	22	146	16	16	-1	16	l2
reiz3_l23192	TEST	1	26	190	47	1	3	144	16	16	-1	16	l2
reiz3_l23193	TEST	1	16	189	46	1	18	143	16	16	-1	16	l2
reiz3_l23194	TEST	1	14	192	50	1	8	145	16	16	-1	16	l2
reiz3_l23195	TEST	1	23	189	44	1	6	143	16	16	-1	16	l2
reiz3_l23196	TEST	1	7	190	40	1	21	144	16	16	-1	16	l2
reiz3_l23197	TEST	1	28	189	44	1	10	145	16	16	-1	16	l2
reiz3_l23198	TEST	1	8	188	41	1	15	144	16	16	-1	16	l2
reiz3_l23199	TEST	1	33	191	44	1	20	144	16	16	-1	16	l2
reiz3_l23200	TEST	1	24	190	46	1	7	144	16	16	-1	16	l2
reiz3_l23201	TEST	1	25	190	47	1	6	143	16	16	-1	16	l2
reiz3_l23202	TEST	1	19	189	45	1	17	143	16	16	-1	16	l2
reiz3_l23203	TEST	1	19	189	43	1	4	144	16	16	-1	16	l2
reiz3_l23204	TEST	1	8	188	49	1	9	145	16	16	-1	16	l2
reiz3_l23205	TEST	1	27	189	44	1	28	143	16	16	-1	16	l2
reiz3_l23206	TEST	1	29	189	46	1	9	143	16	16	-1	16	l2
reiz3_l23207	TEST	1	22	188	45	1	15	143	16	16	-1	16	l2
reiz3_l23208	TEST	1	27	188	46	1	14	140	16	16	-1	16	l2
reiz3_l23209	TEST	1	26	186	46	1	2	142	16	16	-1	16	l2
reiz3_l23210	TEST	1	35	185	43	1	17	141	16	16	-1	16	l2
reiz3_l23211	TEST	2	18	142	46	1	42	183	16	16	-1	16	l2
reiz3_l23212	TEST	1	30	183	45	1	12	140	16	16	-1	16	l2
reiz3_l23213	TEST	1	40	180	43	1	11	139	16	16	-1	16	l2
reiz3_l23214	TEST	1	38	180	44	1	12	138	16	16	-1	16	l2
reiz3_l23215	TEST	1	46	177	44	1	5	137	16	16	-1	16	l2
reiz3_l23216	TEST	1	45	176	46	16	-1	-1	16	16	-1	16	l2
reiz3_l23217	TEST	1	40	175	45	1	4	134	16	16	-1	16	l2
reiz3_l23218	TEST	2	7	135	42	1	44	174	16	16	-1	16	l2
reiz3_l23219	TEST	1	16	171	46	1	2	131	16	16	-1	16	l2
reiz3_l23220	TEST	1	30	169	44	1	3	129	16	16	-1	16	l2
reiz3_l23221	TEST	2	5	130	40	1	32	170	16	16	-1	16	l2
reiz3_l23222	TEST	2	1	128	39	1	29	167	16	16	-1	16	l2
reiz3_l23223	TEST	2	7	127	40	1	11	165	16	16	-1	16	l2
reiz3_l23224	TEST	2	10	124	43	1	28	165	16	16	-1	16	l2
reiz3_l23225	TEST	1	6	160	32	16	-1	-1	16	16	-1	16	l2
reiz3_l23226	TEST	2	38	124	39	1	14	163	16	16	-1	16	l2
reiz3_l23227	TEST	1	30	162	35	16	-1	-1	16	16	-1	16	l2
reiz3_l23228	TEST	2	1	116	32	1	31	162	16	16	-1	16	l2
reiz3_l23229	TEST	2	1	119	41	1	14	159	16	16	-1	16	l2
reiz3_l23230	TEST	1	25	160	32	16	-1	-1	16	16	-1	16	l2
reiz3_l23231	TEST	1	8	159	30	16	-1	-1	16	16	-1	16	l2
reiz3_l23232	TEST	1	23	159	33	16	-1	-1	16	16	-1	16	l2
reiz3_l23233	TEST	1	23	157	33	16	-1	-1	16	16	-1	16	l2
reiz3_l23234	TEST	2	15	110	32	1	2	155	16	16	-1	16	l2
reiz3_l23235	TEST	2	2	110	33	1	8	156	16	16	-1	16	l2
reiz3_l23236	TEST	3	1	112	24	1	26	156	16	16	-1	16	l2
reiz3_l23237	TEST	1	14	158	33	16	-1	-1	16	16	-1	16	l2
reiz3_l23238	TEST	1	11	160	42	16	-1	-1	16	16	-1	16	l2
